login,name,company,followers,following,posts_30d,topics,bio
3425,3425,,2,2,5,"[""company""]",
3426,3426,,11,11,6,"[""politician""]",
3427,3427,,3,3,11,"[""politician""]",
3428,3428,,9,9,6,"[""company""]",
3429,3429,,29,29,5,"[""politician""]",
3430,3430,,1,1,9,"[""company""]",
3431,3431,,2,2,6,"[""politician""]",
3432,3432,,45,45,6,"[""company""]",
3433,3433,,17,17,6,"[""government""]",
3434,3434,,49,49,3,"[""politician""]",
3435,3435,,3,3,10,"[""company""]",
3436,3436,,10,10,4,"[""company""]",
3437,3437,,1,1,5,"[""company""]",
3438,3438,,7,7,3,"[""company""]",
3439,3439,,4,4,6,"[""company""]",
3440,3440,,14,14,9,"[""politician""]",
3441,3441,,6,6,4,"[""company""]",
3442,3442,,7,7,10,"[""company""]",
3443,3443,,7,7,10,"[""company""]",
3444,3444,,1,1,5,"[""government""]",
3445,3445,,2,2,11,"[""politician""]",
3446,3446,,2,2,10,"[""government""]",
3447,3447,,11,11,3,"[""government""]",
3448,3448,,20,20,5,"[""government""]",
3449,3449,,19,19,6,"[""tvshow""]",
3450,3450,,6,6,2,"[""company""]",
3451,3451,,90,90,8,"[""government""]",
3452,3452,,4,4,9,"[""politician""]",
3453,3453,,1,1,5,"[""politician""]",
3454,3454,,15,15,7,"[""politician""]",
3455,3455,,6,6,9,"[""government""]",
3456,3456,,13,13,3,"[""company""]",
3457,3457,,10,10,8,"[""government""]",
3458,3458,,25,25,9,"[""politician""]",
3459,3459,,5,5,8,"[""politician""]",
3460,3460,,2,2,5,"[""company""]",
3461,3461,,3,3,9,"[""company""]",
3462,3462,,7,7,3,"[""government""]",
3463,3463,,4,4,1,"[""government""]",
3464,3464,,9,9,4,"[""company""]",
3465,3465,,4,4,3,"[""politician""]",
3466,3466,,26,26,7,"[""politician""]",
3467,3467,,2,2,9,"[""company""]",
3468,3468,,2,2,11,"[""company""]",
3469,3469,,70,70,10,"[""government""]",
3470,3470,,3,3,6,"[""politician""]",
3471,3471,,12,12,6,"[""politician""]",
3472,3472,,26,26,7,"[""company""]",
3473,3473,,7,7,3,"[""politician""]",
3474,3474,,15,15,3,"[""government""]",
3475,3475,,8,8,4,"[""tvshow""]",
3476,3476,,25,25,7,"[""government""]",
3477,3477,,11,11,6,"[""politician""]",
3478,3478,,4,4,3,"[""company""]",
3479,3479,,22,22,9,"[""government""]",
3480,3480,,3,3,11,"[""tvshow""]",
3481,3481,,3,3,7,"[""politician""]",
3482,3482,,3,3,2,"[""company""]",
3483,3483,,10,10,6,"[""company""]",
3484,3484,,33,33,10,"[""government""]",
3485,3485,,9,9,10,"[""company""]",
3486,3486,,1,1,0,"[""company""]",
3487,3487,,28,28,9,"[""government""]",
3488,3488,,10,10,3,"[""company""]",
3489,3489,,18,18,11,"[""politician""]",
3490,3490,,7,7,0,"[""company""]",
3491,3491,,76,76,3,"[""government""]",
3492,3492,,3,3,3,"[""government""]",
3493,3493,,30,30,4,"[""government""]",
3494,3494,,29,29,11,"[""politician""]",
3495,3495,,4,4,11,"[""tvshow""]",
3496,3496,,8,8,6,"[""company""]",
3497,3497,,53,53,2,"[""government""]",
3498,3498,,21,21,8,"[""government""]",
3499,3499,,139,139,3,"[""government""]",
3500,3500,,4,4,8,"[""government""]",
3501,3501,,2,2,10,"[""company""]",
3502,3502,,9,9,3,"[""government""]",
3503,3503,,1,1,3,"[""tvshow""]",
3504,3504,,10,10,0,"[""company""]",
3505,3505,,5,5,8,"[""government""]",
3506,3506,,1,1,8,"[""company""]",
3507,3507,,5,5,1,"[""tvshow""]",
3508,3508,,2,2,11,"[""politician""]",
3509,3509,,8,8,0,"[""government""]",
3510,3510,,6,6,4,"[""company""]",
3511,3511,,4,4,10,"[""politician""]",
3512,3512,,4,4,11,"[""company""]",
3513,3513,,25,25,0,"[""politician""]",
3514,3514,,32,32,11,"[""government""]",
3515,3515,,6,6,0,"[""company""]",
3516,3516,,1,1,2,"[""company""]",
3517,3517,,20,20,11,"[""politician""]",
3518,3518,,33,33,4,"[""government""]",
3519,3519,,6,6,11,"[""company""]",
3520,3520,,44,44,7,"[""government""]",
3521,3521,,36,36,11,"[""government""]",
3522,3522,,7,7,9,"[""tvshow""]",
3523,3523,,5,5,3,"[""company""]",
3524,3524,,6,6,8,"[""company""]",
3525,3525,,7,7,7,"[""company""]",
3526,3526,,61,61,3,"[""government""]",
3527,3527,,5,5,4,"[""government""]",
3528,3528,,4,4,6,"[""company""]",
3529,3529,,35,35,7,"[""politician""]",
3530,3530,,25,25,2,"[""government""]",
3531,3531,,5,5,5,"[""politician""]",
3532,3532,,8,8,7,"[""tvshow""]",
3533,3533,,101,101,4,"[""government""]",
3534,3534,,2,2,1,"[""company""]",
3535,3535,,7,7,10,"[""politician""]",
3536,3536,,2,2,11,"[""tvshow""]",
3537,3537,,1,1,3,"[""politician""]",
3538,3538,,1,1,4,"[""company""]",
3539,3539,,1,1,5,"[""company""]",
3540,3540,,3,3,3,"[""company""]",
3541,3541,,22,22,8,"[""company""]",
3542,3542,,8,8,2,"[""politician""]",
3543,3543,,21,21,10,"[""government""]",
3544,3544,,6,6,8,"[""politician""]",
3545,3545,,3,3,6,"[""government""]",
3546,3546,,13,13,11,"[""tvshow""]",
3547,3547,,2,2,10,"[""tvshow""]",
3548,3548,,1,1,8,"[""government""]",
3549,3549,,9,9,7,"[""company""]",
3550,3550,,11,11,6,"[""company""]",
3551,3551,,4,4,2,"[""company""]",
3552,3552,,10,10,3,"[""company""]",
3553,3553,,43,43,0,"[""government""]",
3554,3554,,12,12,3,"[""government""]",
3555,3555,,8,8,7,"[""government""]",
3556,3556,,16,16,8,"[""company""]",
3557,3557,,1,1,9,"[""company""]",
3558,3558,,43,43,0,"[""government""]",
3559,3559,,9,9,2,"[""politician""]",
3560,3560,,7,7,11,"[""politician""]",
3561,3561,,17,17,9,"[""government""]",
3562,3562,,5,5,2,"[""company""]",
3563,3563,,28,28,5,"[""politician""]",
3564,3564,,34,34,10,"[""politician""]",
3565,3565,,4,4,5,"[""company""]",
3566,3566,,2,2,5,"[""company""]",
3567,3567,,7,7,2,"[""government""]",
3568,3568,,1,1,6,"[""tvshow""]",
3569,3569,,3,3,5,"[""tvshow""]",
3570,3570,,6,6,8,"[""company""]",
3571,3571,,1,1,10,"[""tvshow""]",
3572,3572,,1,1,8,"[""tvshow""]",
3573,3573,,4,4,6,"[""company""]",
3574,3574,,10,10,3,"[""company""]",
3575,3575,,2,2,9,"[""politician""]",
3576,3576,,10,10,4,"[""tvshow""]",
3577,3577,,36,36,3,"[""tvshow""]",
3578,3578,,2,2,5,"[""company""]",
3579,3579,,32,32,2,"[""company""]",
3580,3580,,1,1,4,"[""politician""]",
3581,3581,,1,1,10,"[""tvshow""]",
3582,3582,,1,1,3,"[""company""]",
3583,3583,,2,2,8,"[""politician""]",
3584,3584,,103,103,1,"[""government""]",
3585,3585,,2,2,0,"[""company""]",
3586,3586,,15,15,7,"[""company""]",
3587,3587,,6,6,5,"[""company""]",
3588,3588,,17,17,6,"[""government""]",
3589,3589,,8,8,3,"[""tvshow""]",
3590,3590,,31,31,10,"[""government""]",
3591,3591,,8,8,4,"[""company""]",
3592,3592,,4,4,2,"[""company""]",
3593,3593,,1,1,1,"[""company""]",
3594,3594,,5,5,7,"[""tvshow""]",
3595,3595,,2,2,9,"[""politician""]",
3596,3596,,4,4,7,"[""tvshow""]",
3597,3597,,2,2,7,"[""company""]",
3598,3598,,2,2,6,"[""politician""]",
3599,3599,,19,19,5,"[""government""]",
3600,3600,,8,8,10,"[""politician""]",
3601,3601,,11,11,3,"[""politician""]",
3602,3602,,10,10,0,"[""politician""]",
3603,3603,,2,2,2,"[""politician""]",
3604,3604,,2,2,6,"[""company""]",
3605,3605,,1,1,11,"[""government""]",
3606,3606,,104,104,5,"[""government""]",
3607,3607,,4,4,7,"[""government""]",
3608,3608,,61,61,6,"[""government""]",
3609,3609,,2,2,11,"[""politician""]",
3610,3610,,31,31,4,"[""politician""]",
3611,3611,,4,4,10,"[""politician""]",
3612,3612,,23,23,4,"[""company""]",
3613,3613,,11,11,11,"[""politician""]",
3614,3614,,20,20,0,"[""tvshow""]",
3615,3615,,13,13,4,"[""government""]",
3616,3616,,25,25,1,"[""tvshow""]",
3617,3617,,2,2,2,"[""politician""]",
3618,3618,,4,4,11,"[""government""]",
3619,3619,,9,9,9,"[""government""]",
3620,3620,,1,1,8,"[""company""]",
3621,3621,,10,10,4,"[""company""]",
3622,3622,,3,3,3,"[""politician""]",
3623,3623,,11,11,11,"[""tvshow""]",
3624,3624,,1,1,1,"[""politician""]",
3625,3625,,8,8,8,"[""government""]",
3626,3626,,7,7,1,"[""company""]",
3627,3627,,5,5,1,"[""tvshow""]",
3628,3628,,15,15,4,"[""government""]",
3629,3629,,30,30,11,"[""company""]",
3630,3630,,177,177,7,"[""government""]",
3631,3631,,5,5,1,"[""company""]",
3632,3632,,6,6,7,"[""company""]",
3633,3633,,3,3,5,"[""politician""]",
3634,3634,,2,2,2,"[""company""]",
3635,3635,,1,1,7,"[""politician""]",
3636,3636,,15,15,7,"[""government""]",
3637,3637,,1,1,4,"[""government""]",
3638,3638,,5,5,0,"[""politician""]",
3639,3639,,3,3,7,"[""tvshow""]",
3640,3640,,1,1,6,"[""tvshow""]",
3641,3641,,19,19,8,"[""government""]",
3642,3642,,32,32,1,"[""government""]",
3643,3643,,1,1,5,"[""company""]",
3644,3644,,5,5,11,"[""tvshow""]",
3645,3645,,16,16,2,"[""company""]",
3646,3646,,11,11,3,"[""government""]",
3647,3647,,9,9,3,"[""tvshow""]",
3648,3648,,22,22,5,"[""politician""]",
3649,3649,,83,83,0,"[""government""]",
3650,3650,,38,38,5,"[""government""]",
3651,3651,,1,1,9,"[""tvshow""]",
3652,3652,,3,3,9,"[""tvshow""]",
3653,3653,,16,16,4,"[""government""]",
3654,3654,,1,1,8,"[""company""]",
3655,3655,,2,2,6,"[""company""]",
3656,3656,,1,1,9,"[""government""]",
3657,3657,,5,5,3,"[""politician""]",
3658,3658,,1,1,6,"[""company""]",
3659,3659,,5,5,7,"[""government""]",
3660,3660,,2,2,5,"[""tvshow""]",
3661,3661,,1,1,2,"[""government""]",
3662,3662,,4,4,4,"[""government""]",
3663,3663,,19,19,6,"[""tvshow""]",
3664,3664,,5,5,5,"[""company""]",
3665,3665,,1,1,8,"[""government""]",
3666,3666,,3,3,0,"[""company""]",
3667,3667,,2,2,10,"[""government""]",
3668,3668,,7,7,1,"[""government""]",
3669,3669,,42,42,0,"[""government""]",
3670,3670,,1,1,2,"[""company""]",
3671,3671,,4,4,4,"[""company""]",
3672,3672,,38,38,0,"[""government""]",
3673,3673,,14,14,0,"[""government""]",
3674,3674,,6,6,8,"[""politician""]",
3675,3675,,9,9,9,"[""company""]",
3676,3676,,80,80,3,"[""politician""]",
3677,3677,,55,55,3,"[""government""]",
3678,3678,,65,65,8,"[""government""]",
3679,3679,,51,51,2,"[""government""]",
3680,3680,,2,2,11,"[""politician""]",
3681,3681,,1,1,6,"[""company""]",
3682,3682,,11,11,3,"[""politician""]",
3683,3683,,31,31,6,"[""tvshow""]",
3684,3684,,2,2,0,"[""company""]",
3685,3685,,4,4,7,"[""politician""]",
3686,3686,,1,1,3,"[""company""]",
3687,3687,,12,12,9,"[""government""]",
3688,3688,,22,22,6,"[""government""]",
3689,3689,,43,43,4,"[""politician""]",
3690,3690,,11,11,5,"[""company""]",
3691,3691,,48,48,10,"[""government""]",
3692,3692,,9,9,10,"[""company""]",
3693,3693,,6,6,0,"[""government""]",
3694,3694,,14,14,1,"[""government""]",
3695,3695,,36,36,2,"[""government""]",
3696,3696,,3,3,1,"[""company""]",
3697,3697,,22,22,1,"[""politician""]",
3698,3698,,3,3,4,"[""tvshow""]",
3699,3699,,7,7,9,"[""company""]",
3700,3700,,5,5,9,"[""government""]",
3701,3701,,2,2,11,"[""tvshow""]",
3702,3702,,8,8,2,"[""tvshow""]",
3703,3703,,8,8,4,"[""company""]",
3704,3704,,1,1,9,"[""company""]",
3705,3705,,78,78,6,"[""government""]",
3706,3706,,7,7,5,"[""government""]",
3707,3707,,28,28,2,"[""government""]",
3708,3708,,2,2,10,"[""company""]",
3709,3709,,5,5,3,"[""tvshow""]",
3710,3710,,4,4,5,"[""company""]",
3711,3711,,33,33,3,"[""politician""]",
3712,3712,,5,5,7,"[""company""]",
3713,3713,,19,19,0,"[""government""]",
3714,3714,,5,5,2,"[""company""]",
3715,3715,,4,4,5,"[""politician""]",
3716,3716,,3,3,10,"[""tvshow""]",
3717,3717,,3,3,0,"[""politician""]",
3718,3718,,13,13,0,"[""politician""]",
3719,3719,,9,9,5,"[""tvshow""]",
3720,3720,,6,6,1,"[""tvshow""]",
3721,3721,,2,2,4,"[""tvshow""]",
3722,3722,,28,28,3,"[""politician""]",
3723,3723,,1,1,10,"[""company""]",
3724,3724,,3,3,3,"[""politician""]",
3725,3725,,1,1,7,"[""company""]",
3726,3726,,42,42,11,"[""government""]",
3727,3727,,4,4,1,"[""politician""]",
3728,3728,,29,29,4,"[""politician""]",
3729,3729,,17,17,11,"[""government""]",
3730,3730,,7,7,9,"[""politician""]",
3731,3731,,57,57,7,"[""government""]",
3732,3732,,45,45,8,"[""politician""]",
3733,3733,,11,11,11,"[""government""]",
3734,3734,,3,3,1,"[""politician""]",
3735,3735,,203,203,0,"[""government""]",
3736,3736,,5,5,4,"[""company""]",
3737,3737,,10,10,3,"[""government""]",
3738,3738,,13,13,1,"[""politician""]",
3739,3739,,7,7,10,"[""politician""]",
3740,3740,,13,13,1,"[""government""]",
3741,3741,,69,69,3,"[""politician""]",
3742,3742,,9,9,7,"[""politician""]",
3743,3743,,28,28,5,"[""government""]",
3744,3744,,6,6,7,"[""company""]",
3745,3745,,7,7,9,"[""government""]",
3746,3746,,2,2,3,"[""company""]",
3747,3747,,6,6,7,"[""government""]",
3748,3748,,5,5,2,"[""politician""]",
3749,3749,,12,12,7,"[""politician""]",
3750,3750,,2,2,4,"[""company""]",
3751,3751,,8,8,4,"[""company""]",
3752,3752,,4,4,3,"[""politician""]",
3753,3753,,4,4,0,"[""company""]",
3754,3754,,5,5,3,"[""company""]",
3755,3755,,3,3,2,"[""politician""]",
3756,3756,,5,5,3,"[""company""]",
3757,3757,,81,81,6,"[""government""]",
3758,3758,,1,1,5,"[""tvshow""]",
3759,3759,,5,5,3,"[""tvshow""]",
3760,3760,,12,12,11,"[""tvshow""]",
3761,3761,,33,33,4,"[""politician""]",
3762,3762,,11,11,4,"[""politician""]",
3763,3763,,6,6,3,"[""government""]",
3764,3764,,19,19,2,"[""government""]",
3765,3765,,2,2,11,"[""politician""]",
3766,3766,,9,9,3,"[""tvshow""]",
3767,3767,,4,4,0,"[""politician""]",
3768,3768,,24,24,8,"[""politician""]",
3769,3769,,17,17,6,"[""politician""]",
3770,3770,,1,1,5,"[""company""]",
3771,3771,,1,1,5,"[""government""]",
3772,3772,,6,6,2,"[""company""]",
3773,3773,,18,18,11,"[""government""]",
3774,3774,,5,5,1,"[""tvshow""]",
3775,3775,,27,27,1,"[""politician""]",
3776,3776,,1,1,4,"[""tvshow""]",
3777,3777,,12,12,2,"[""politician""]",
3778,3778,,19,19,11,"[""government""]",
3779,3779,,20,20,2,"[""government""]",
3780,3780,,21,21,11,"[""politician""]",
3781,3781,,16,16,5,"[""government""]",
3782,3782,,4,4,1,"[""company""]",
3783,3783,,53,53,10,"[""government""]",
3784,3784,,6,6,6,"[""government""]",
3785,3785,,13,13,7,"[""politician""]",
3786,3786,,2,2,6,"[""company""]",
3787,3787,,10,10,0,"[""government""]",
3788,3788,,12,12,6,"[""company""]",
3789,3789,,1,1,6,"[""company""]",
3790,3790,,2,2,5,"[""tvshow""]",
3791,3791,,25,25,3,"[""politician""]",
3792,3792,,14,14,0,"[""company""]",
3793,3793,,13,13,10,"[""government""]",
3794,3794,,7,7,7,"[""tvshow""]",
3795,3795,,3,3,5,"[""company""]",
3796,3796,,4,4,5,"[""company""]",
3797,3797,,34,34,6,"[""government""]",
3798,3798,,50,50,4,"[""government""]",
3799,3799,,1,1,8,"[""tvshow""]",
3800,3800,,6,6,0,"[""company""]",
3801,3801,,22,22,4,"[""politician""]",
3802,3802,,33,33,3,"[""politician""]",
3803,3803,,2,2,9,"[""government""]",
3804,3804,,1,1,9,"[""politician""]",
3805,3805,,70,70,6,"[""government""]",
3806,3806,,4,4,10,"[""company""]",
3807,3807,,5,5,11,"[""politician""]",
3808,3808,,1,1,2,"[""company""]",
3809,3809,,59,59,2,"[""government""]",
3810,3810,,1,1,4,"[""tvshow""]",
3811,3811,,1,1,10,"[""politician""]",
3812,3812,,2,2,0,"[""government""]",
3813,3813,,35,35,0,"[""politician""]",
3814,3814,,32,32,5,"[""government""]",
3815,3815,,5,5,11,"[""government""]",
3816,3816,,35,35,5,"[""politician""]",
3817,3817,,6,6,5,"[""politician""]",
3818,3818,,1,1,2,"[""politician""]",
3819,3819,,8,8,3,"[""politician""]",
3820,3820,,13,13,8,"[""company""]",
3821,3821,,45,45,10,"[""government""]",
3822,3822,,5,5,1,"[""tvshow""]",
3823,3823,,2,2,6,"[""politician""]",
3824,3824,,3,3,8,"[""politician""]",
3825,3825,,2,2,2,"[""company""]",
3826,3826,,41,41,6,"[""company""]",
3827,3827,,1,1,3,"[""company""]",
3828,3828,,33,33,5,"[""government""]",
3829,3829,,31,31,8,"[""government""]",
3830,3830,,19,19,4,"[""company""]",
3831,3831,,3,3,3,"[""company""]",
3832,3832,,16,16,11,"[""government""]",
3833,3833,,32,32,8,"[""politician""]",
3834,3834,,3,3,9,"[""politician""]",
3835,3835,,21,21,4,"[""government""]",
3836,3836,,3,3,5,"[""company""]",
3837,3837,,1,1,4,"[""politician""]",
3838,3838,,121,121,4,"[""politician""]",
3839,3839,,59,59,8,"[""government""]",
3840,3840,,5,5,0,"[""tvshow""]",
3841,3841,,3,3,3,"[""company""]",
3842,3842,,7,7,1,"[""company""]",
3843,3843,,10,10,7,"[""government""]",
3844,3844,,5,5,9,"[""company""]",
3845,3845,,24,24,9,"[""government""]",
3846,3846,,6,6,4,"[""company""]",
3847,3847,,6,6,4,"[""company""]",
3848,3848,,11,11,1,"[""government""]",
3849,3849,,2,2,10,"[""company""]",
3850,3850,,2,2,8,"[""politician""]",
3851,3851,,2,2,1,"[""company""]",
3852,3852,,23,23,11,"[""tvshow""]",
3853,3853,,11,11,8,"[""politician""]",
3854,3854,,1,1,4,"[""company""]",
3855,3855,,4,4,7,"[""company""]",
3856,3856,,18,18,3,"[""politician""]",
3857,3857,,9,9,10,"[""politician""]",
3858,3858,,5,5,6,"[""company""]",
3859,3859,,2,2,4,"[""government""]",
3860,3860,,4,4,1,"[""company""]",
3861,3861,,13,13,11,"[""politician""]",
3862,3862,,61,61,6,"[""tvshow""]",
3863,3863,,19,19,2,"[""politician""]",
3864,3864,,39,39,9,"[""government""]",
3865,3865,,24,24,7,"[""government""]",
3866,3866,,9,9,2,"[""government""]",
3867,3867,,44,44,0,"[""government""]",
3868,3868,,12,12,10,"[""politician""]",
3869,3869,,4,4,11,"[""politician""]",
3870,3870,,54,54,1,"[""politician""]",
3871,3871,,1,1,3,"[""company""]",
3872,3872,,2,2,0,"[""tvshow""]",
3873,3873,,1,1,11,"[""tvshow""]",
3874,3874,,17,17,3,"[""politician""]",
3875,3875,,4,4,3,"[""tvshow""]",
3876,3876,,1,1,9,"[""politician""]",
3877,3877,,5,5,0,"[""company""]",
3878,3878,,91,91,11,"[""politician""]",
3879,3879,,13,13,6,"[""tvshow""]",
3880,3880,,43,43,3,"[""government""]",
3881,3881,,5,5,7,"[""government""]",
3882,3882,,2,2,9,"[""tvshow""]",
3883,3883,,6,6,5,"[""politician""]",
3884,3884,,11,11,4,"[""politician""]",
3885,3885,,32,32,2,"[""tvshow""]",
3886,3886,,1,1,8,"[""government""]",
3887,3887,,9,9,3,"[""company""]",
3888,3888,,4,4,8,"[""politician""]",
3889,3889,,21,21,5,"[""government""]",
3890,3890,,5,5,6,"[""government""]",
3891,3891,,50,50,0,"[""politician""]",
3892,3892,,61,61,10,"[""government""]",
3893,3893,,3,3,10,"[""politician""]",
3894,3894,,30,30,3,"[""government""]",
3895,3895,,9,9,8,"[""tvshow""]",
3896,3896,,67,67,11,"[""government""]",
3897,3897,,10,10,6,"[""tvshow""]",
3898,3898,,33,33,1,"[""government""]",
3899,3899,,34,34,0,"[""government""]",
3900,3900,,3,3,10,"[""company""]",
3901,3901,,4,4,6,"[""politician""]",
3902,3902,,29,29,3,"[""government""]",
3903,3903,,12,12,7,"[""politician""]",
3904,3904,,5,5,6,"[""company""]",
3905,3905,,23,23,11,"[""tvshow""]",
3906,3906,,140,140,6,"[""politician""]",
3907,3907,,4,4,2,"[""tvshow""]",
3908,3908,,3,3,3,"[""government""]",
3909,3909,,22,22,10,"[""government""]",
3910,3910,,8,8,7,"[""tvshow""]",
3911,3911,,48,48,10,"[""government""]",
3912,3912,,36,36,11,"[""government""]",
3913,3913,,5,5,4,"[""company""]",
3914,3914,,21,21,1,"[""politician""]",
3915,3915,,33,33,10,"[""politician""]",
3916,3916,,5,5,4,"[""politician""]",
3917,3917,,14,14,1,"[""tvshow""]",
3918,3918,,33,33,5,"[""government""]",
3919,3919,,23,23,4,"[""company""]",
3920,3920,,3,3,1,"[""tvshow""]",
3921,3921,,12,12,7,"[""politician""]",
3922,3922,,8,8,1,"[""government""]",
3923,3923,,5,5,10,"[""company""]",
3924,3924,,7,7,6,"[""company""]",
3925,3925,,2,2,0,"[""tvshow""]",
3926,3926,,1,1,1,"[""company""]",
3927,3927,,5,5,9,"[""tvshow""]",
3928,3928,,5,5,7,"[""government""]",
3929,3929,,2,2,0,"[""company""]",
3930,3930,,10,10,4,"[""company""]",
3931,3931,,4,4,4,"[""politician""]",
3932,3932,,42,42,2,"[""politician""]",
3933,3933,,15,15,7,"[""company""]",
3934,3934,,32,32,11,"[""politician""]",
3935,3935,,80,80,9,"[""government""]",
3936,3936,,4,4,10,"[""politician""]",
3937,3937,,1,1,10,"[""government""]",
3938,3938,,20,20,8,"[""politician""]",
3939,3939,,16,16,11,"[""politician""]",
3940,3940,,15,15,9,"[""government""]",
3941,3941,,15,15,8,"[""government""]",
3942,3942,,6,6,0,"[""politician""]",
3943,3943,,3,3,10,"[""government""]",
3944,3944,,1,1,3,"[""politician""]",
3945,3945,,9,9,1,"[""company""]",
3946,3946,,5,5,6,"[""politician""]",
3947,3947,,2,2,11,"[""company""]",
3948,3948,,13,13,5,"[""government""]",
3949,3949,,5,5,1,"[""company""]",
3950,3950,,6,6,0,"[""government""]",
3951,3951,,51,51,4,"[""politician""]",
3952,3952,,8,8,0,"[""politician""]",
3953,3953,,10,10,8,"[""politician""]",
3954,3954,,9,9,8,"[""company""]",
3955,3955,,14,14,5,"[""company""]",
3956,3956,,62,62,4,"[""politician""]",
3957,3957,,10,10,4,"[""government""]",
3958,3958,,1,1,4,"[""government""]",
3959,3959,,2,2,10,"[""politician""]",
3960,3960,,1,1,3,"[""politician""]",
3961,3961,,7,7,4,"[""politician""]",
3962,3962,,4,4,7,"[""company""]",
3963,3963,,53,53,4,"[""politician""]",
3964,3964,,31,31,6,"[""government""]",
3965,3965,,70,70,7,"[""government""]",
3966,3966,,37,37,6,"[""politician""]",
3967,3967,,1,1,2,"[""company""]",
3968,3968,,5,5,11,"[""politician""]",
3969,3969,,9,9,8,"[""politician""]",
3970,3970,,2,2,5,"[""politician""]",
3971,3971,,23,23,6,"[""government""]",
3972,3972,,57,57,7,"[""government""]",
3973,3973,,112,112,5,"[""government""]",
3974,3974,,32,32,0,"[""politician""]",
3975,3975,,11,11,0,"[""government""]",
3976,3976,,2,2,8,"[""politician""]",
3977,3977,,3,3,8,"[""government""]",
3978,3978,,1,1,3,"[""government""]",
3979,3979,,10,10,6,"[""company""]",
3980,3980,,5,5,9,"[""politician""]",
3981,3981,,62,62,4,"[""tvshow""]",
3982,3982,,7,7,5,"[""politician""]",
3983,3983,,4,4,0,"[""politician""]",
3984,3984,,3,3,8,"[""company""]",
3985,3985,,6,6,10,"[""company""]",
3986,3986,,1,1,2,"[""tvshow""]",
3987,3987,,13,13,2,"[""company""]",
3988,3988,,4,4,5,"[""politician""]",
3989,3989,,1,1,8,"[""government""]",
3990,3990,,27,27,4,"[""politician""]",
3991,3991,,11,11,10,"[""politician""]",
3992,3992,,2,2,2,"[""tvshow""]",
3993,3993,,34,34,0,"[""politician""]",
3994,3994,,38,38,6,"[""government""]",
3995,3995,,4,4,7,"[""company""]",
3996,3996,,47,47,8,"[""government""]",
3997,3997,,1,1,5,"[""politician""]",
3998,3998,,2,2,6,"[""politician""]",
3999,3999,,26,26,7,"[""government""]",
4000,4000,,116,116,8,"[""politician""]",
4001,4001,,8,8,10,"[""government""]",
4002,4002,,2,2,1,"[""government""]",
4003,4003,,134,134,5,"[""government""]",
4004,4004,,3,3,6,"[""politician""]",
4005,4005,,2,2,3,"[""politician""]",
4006,4006,,1,1,9,"[""tvshow""]",
4007,4007,,1,1,7,"[""government""]",
4008,4008,,2,2,2,"[""company""]",
4009,4009,,3,3,8,"[""government""]",
4010,4010,,8,8,8,"[""politician""]",
4011,4011,,36,36,0,"[""government""]",
4012,4012,,12,12,0,"[""politician""]",
4013,4013,,5,5,1,"[""company""]",
4014,4014,,3,3,8,"[""tvshow""]",
4015,4015,,7,7,9,"[""company""]",
4016,4016,,51,51,7,"[""government""]",
4017,4017,,13,13,5,"[""tvshow""]",
4018,4018,,14,14,0,"[""tvshow""]",
4019,4019,,17,17,6,"[""government""]",
4020,4020,,3,3,5,"[""tvshow""]",
4021,4021,,7,7,10,"[""politician""]",
4022,4022,,44,44,11,"[""government""]",
4023,4023,,8,8,2,"[""government""]",
4024,4024,,6,6,9,"[""company""]",
4025,4025,,20,20,5,"[""tvshow""]",
4026,4026,,2,2,4,"[""company""]",
4027,4027,,8,8,1,"[""company""]",
4028,4028,,29,29,11,"[""government""]",
4029,4029,,4,4,7,"[""company""]",
4030,4030,,19,19,5,"[""company""]",
4031,4031,,57,57,0,"[""tvshow""]",
4032,4032,,4,4,8,"[""company""]",
4033,4033,,1,1,6,"[""government""]",
4034,4034,,8,8,4,"[""politician""]",
4035,4035,,9,9,5,"[""politician""]",
4036,4036,,14,14,9,"[""government""]",
4037,4037,,6,6,7,"[""company""]",
4038,4038,,18,18,5,"[""government""]",
4039,4039,,2,2,3,"[""company""]",
4040,4040,,20,20,1,"[""government""]",
4041,4041,,8,8,5,"[""government""]",
4042,4042,,50,50,11,"[""government""]",
4043,4043,,10,10,5,"[""company""]",
4044,4044,,2,2,8,"[""government""]",
4045,4045,,19,19,10,"[""government""]",
4046,4046,,5,5,9,"[""company""]",
4047,4047,,2,2,1,"[""company""]",
4048,4048,,6,6,11,"[""tvshow""]",
4049,4049,,5,5,4,"[""politician""]",
4050,4050,,8,8,0,"[""politician""]",
4051,4051,,12,12,2,"[""tvshow""]",
4052,4052,,4,4,5,"[""company""]",
4053,4053,,26,26,7,"[""politician""]",
4054,4054,,3,3,6,"[""government""]",
4055,4055,,2,2,5,"[""company""]",
4056,4056,,1,1,5,"[""government""]",
4057,4057,,29,29,6,"[""government""]",
4058,4058,,4,4,3,"[""company""]",
4059,4059,,2,2,9,"[""company""]",
4060,4060,,7,7,6,"[""politician""]",
4061,4061,,66,66,1,"[""government""]",
4062,4062,,45,45,5,"[""government""]",
4063,4063,,56,56,2,"[""politician""]",
4064,4064,,64,64,2,"[""government""]",
4065,4065,,12,12,8,"[""government""]",
4066,4066,,2,2,3,"[""politician""]",
4067,4067,,27,27,6,"[""company""]",
4068,4068,,18,18,9,"[""government""]",
4069,4069,,10,10,6,"[""company""]",
